,file,date,time,magnification,community,replicate,measure_point,Tet,Pca,Col,Ble,Ble_shadow,hours
268,sample_0025,2019-01-25,10,1,Tet_Ble_Col,1,t9,2.47559569021296,0,227.135904577039,97.3359214561004,21.7739893661912,264
269,sample_0026,2019-01-25,10,1,Tet_Ble_Col,2,t9,4.72613722677019,0,938.532084282781,68.7540439418235,29.8196753593834,264
270,sample_0027,2019-01-25,10,1,Tet_Ble_Col,3,t9,0,0,95.985596534166,60.8208850254593,5.34503614932343,264
271,sample_0001,2019-01-28,10,1,Tet,1,t10,3919.82445776015,0,0,0,0,336
272,sample_0002,2019-01-28,10,1,Tet,2,t10,4793.31589163643,0,0,0,0,336
273,sample_0003,2019-01-28,10,1,Tet,3,t10,4685.40242495851,0,0,0,0,336
274,sample_0004,2019-01-28,10,1,Pca,1,t10,0,105.887979295018,0,0,0,336
275,sample_0005,2019-01-28,10,1,Pca,2,t10,0,134.807438039778,0,0,0,336
276,sample_0006,2019-01-28,10,1,Pca,3,t10,0,102.849748220666,0,0,0,336
277,sample_0007,2019-01-28,10,1,Col,1,t10,0,0,1896.08124454947,0,0,336
278,sample_0008,2019-01-28,10,1,Col,2,t10,0,0,1416.99721495485,0,0,336
279,sample_0009,2019-01-28,10,1,Col,3,t10,0,0,1638.61929276732,0,0,336
280,sample_0010,2019-01-28,10,1,Ble,1,t10,0,0,0,179.368160463612,71.0045854783807,336
281,sample_0011,2019-01-28,10,1,Ble,2,t10,0,0,0,179.368160463612,49.9057585731567,336
282,sample_0012,2019-01-28,10,1,Ble,3,t10,0,0,0,155.906264945002,32.6328522800799,336
283,sample_0013,2019-01-28,10,1,Ble_Tet,1,t10,9.73359214561004,0,0,118.265957746083,16.4289532168678,336
284,sample_0014,2019-01-28,10,1,Ble_Tet,2,t10,0,0,0,101.724477452387,33.8706501251864,336
285,sample_0015,2019-01-28,10,1,Ble_Tet,3,t10,6.58283399442991,0,0,160.969983402256,62.1149464089797,336
286,sample_0016,2019-01-28,10,1,Ble_Pca,1,t10,0,178.861788617886,0,33.5330688947028,0,336
287,sample_0017,2019-01-28,10,1,Ble_Pca,2,t10,0,180.831012462374,0,17.4979604467325,0,336
288,sample_0018,2019-01-28,10,1,Ble_Pca,3,t10,0,179.086842771542,0,24.6434298253017,0.787689537795032,336
289,sample_0019,2019-01-28,10,1,Ble_Col,1,t10,0,0,2069.42920640279,32.6328522800799,38.6530508903705,336
290,sample_0020,2019-01-28,10,1,Ble_Col,2,t10,0,0,2104.2000731426,81.7509213154415,15.9788449095564,336
291,sample_0021,2019-01-28,10,1,Ble_Col,3,t10,0,0,2240.47036318114,35.1647115087068,28.3568233606212,336
292,sample_0022,2019-01-28,10,1,Tet_Ble_Pca,1,t10,3.99471122738909,80.4568599319211,0,80.1192787014375,23.8557402875067,336
293,sample_0023,2019-01-28,10,1,Tet_Ble_Pca,2,t10,0,80.9632317776465,0,73.0300728612822,8.94590260781501,336
294,sample_0024,2019-01-28,10,1,Tet_Ble_Pca,3,t10,3.15075815118013,82.7074014684784,0,84.4515711593102,22.0553070582609,336
295,sample_0025,2019-01-28,10,1,Tet_Ble_Col,1,t10,0,0,1.01274369145076,68.4164627113399,28.9194587447605,336
296,sample_0026,2019-01-28,10,1,Tet_Ble_Col,2,t10,1.06900722986469,0,4.83866430359805,76.7434663966017,30.0447295130391,336
297,sample_0027,2019-01-28,10,1,Tet_Ble_Col,3,t10,0,0,3.37581230483585,53.2815708779925,7.98942245477818,336
298,sample_0001,2019-01-30,10,1,Tet,1,t11,2744.87298506203,0,0,0,0,384
299,sample_0002,2019-01-30,10,1,Tet,2,t11,5071.76414324697,0,0,0,0,384
300,sample_0003,2019-01-30,10,1,Tet,3,t11,3926.68860944665,0,0,0,0,384
301,sample_0004,2019-01-30,10,1,Pca,1,t11,0,179.255633386784,0,0,0,384
302,sample_0005,2019-01-30,10,1,Pca,2,t11,0,153.093088024306,0,0,0,384
303,sample_0006,2019-01-30,10,1,Pca,3,t11,0,201.704785213942,0,0,0,384
304,sample_0007,2019-01-30,10,1,Col,1,t11,0,0,1832.33465552649,0,0,384
305,sample_0008,2019-01-30,10,1,Col,2,t11,0,0,1397.98013897094,0,0,384
306,sample_0009,2019-01-30,10,1,Col,3,t11,0,0,1870.20001687906,0,0,384
307,sample_0010,2019-01-30,10,1,Ble,1,t11,0,0,0,102.230849298112,33.4205418178749,384
308,sample_0011,2019-01-30,10,1,Ble,2,t11,0,0,0,148.648268489605,73.4801811685937,384
309,sample_0012,2019-01-30,10,1,Ble,3,t11,0,0,0,86.7021126958675,13.1094044504459,384
310,sample_0013,2019-01-30,10,1,Ble_Tet,1,t11,0,0,0,159.619658480322,49.1743325737756,384
311,sample_0014,2019-01-30,10,1,Ble_Tet,2,t11,8.3832672236757,0,0,113.93366528821,41.8038090415506,384
312,sample_0015,2019-01-30,10,1,Ble_Tet,3,t11,0,0,0,215.939460432667,55.1945311840662,384
313,sample_0016,2019-01-30,10,1,Ble_Pca,1,t11,0,161.476355247982,0,0,0,384
314,sample_0017,2019-01-30,10,1,Ble_Pca,2,t11,0,116.746842208907,0,17.6667510619743,0,384
315,sample_0018,2019-01-30,10,1,Ble_Pca,3,t11,0,154.837257715138,0,6.41404337918812,0,384
316,sample_0019,2019-01-30,10,1,Ble_Col,1,t11,0,0,2075.5056685515,2.3630686133851,1.29406138352041,384
317,sample_0020,2019-01-30,10,1,Ble_Col,2,t11,0,0,2059.80814133401,5.51382676456522,0,384
318,sample_0021,2019-01-30,10,1,Ble_Col,3,t11,0,0,1947.16853742932,38.0904155062312,0,384
319,sample_0022,2019-01-30,10,1,Tet_Ble_Pca,1,t11,0,79.4441162404704,0,90.5842968464287,25.4873829015107,384
320,sample_0023,2019-01-30,10,1,Tet_Ble_Pca,2,t11,7.31425999381101,68.4164627113399,0,80.9632317776465,10.7463358370608,384
321,sample_0024,2019-01-30,10,1,Tet_Ble_Pca,3,t11,0,100.993051453006,0,105.269080372465,9.78985568402397,384
322,sample_0025,2019-01-30,10,1,Tet_Ble_Col,1,t11,0.67516246096717,0,17.3854333699046,134.188539117225,36.9651447379526,384
323,sample_0026,2019-01-30,10,1,Tet_Ble_Col,2,t11,0,0,21.6051987509494,120.403972205812,26.2750724393057,384
324,sample_0027,2019-01-30,10,1,Tet_Ble_Col,3,t11,3.31954876642192,0,7.82063183953639,116.915632824148,10.6900722986469,384
325,sample_0001,2019-02-01,10,1,Tet,1,t12,5331.25158241202,0,0,0,0,432
326,sample_0002,2019-02-01,10,1,Tet,2,t12,4831.51883421948,0,0,0,0,432
327,sample_0003,2019-02-01,10,1,Tet,3,t12,2528.53967986047,0,0,0,0,432
328,sample_0004,2019-02-01,10,1,Pca,1,t12,0,138.970939882409,0,0,0,432
329,sample_0005,2019-02-01,10,1,Pca,2,t12,0,111.120488367513,0,0,0,432
330,sample_0006,2019-02-01,10,1,Pca,3,t12,0,176.04861169719,0,0,0,432
331,sample_0007,2019-02-01,10,1,Col,1,t12,0,0,1606.15523110248,0,0,432
332,sample_0008,2019-02-01,10,1,Col,2,t12,0,0,1339.52232255887,0,0,432
333,sample_0009,2019-02-01,10,1,Col,3,t12,0,0,2242.3270599488,0,0,432
334,sample_0010,2019-02-01,10,1,Ble,1,t12,0,0,0,160.632402171773,6.24525276394632,432
335,sample_0011,2019-02-01,10,1,Ble,2,t12,0,0,0,151.799026640785,32.576588741666,432
336,sample_0012,2019-02-01,10,1,Ble,3,t12,0,0,0,95.2541705347849,15.5287366022449,432
337,sample_0013,2019-02-01,10,1,Ble_Tet,1,t12,0,0,0,118.265957746083,16.5977438321096,432
338,sample_0014,2019-02-01,10,1,Ble_Tet,2,t12,0,0,0,131.487889273356,42.7602891945875,432
339,sample_0015,2019-02-01,10,1,Ble_Tet,3,t12,13.6720398345852,0,0,206.768503671196,53.731679185304,432
340,sample_0016,2019-02-01,10,1,Ble_Pca,1,t12,0,116.859369285734,0,8.49579430050356,0,432
341,sample_0017,2019-02-01,10,1,Ble_Pca,2,t12,0,86.6458491574535,0,2.08175092131544,0,432
342,sample_0018,2019-02-01,10,1,Ble_Pca,3,t12,0,181.168593692857,0,0,0,432
343,sample_0019,2019-02-01,10,1,Ble_Col,1,t12,0,0,2051.98750949447,15.3036824485892,111.570596674825,432
344,sample_0020,2019-02-01,10,1,Ble_Col,2,t12,0,0,1939.0103243593,20.2548738290151,60.3707767181478,432
345,sample_0021,2019-02-01,10,1,Ble_Col,3,t12,0,0,1362.08400146285,36.4025093538133,95.6480153036825,432
346,sample_0022,2019-02-01,10,1,Tet_Ble_Pca,1,t12,0,132.10678819591,0,52.2688271865418,0,432
347,sample_0023,2019-02-01,10,1,Tet_Ble_Pca,2,t12,10.8025993754747,117.647058823529,0,63.9716431766394,4.95119138042592,432
348,sample_0024,2019-02-01,10,1,Tet_Ble_Pca,3,t12,3.93844768897516,86.9834303879371,0,81.0757588544744,1.4628519987622,432
349,sample_0025,2019-02-01,10,1,Tet_Ble_Col,1,t12,3.31954876642192,0,9.1146932230568,80.2880693166793,0,432
350,sample_0026,2019-02-01,10,1,Tet_Ble_Col,2,t12,0,0,18.2856499845275,126.874279123414,17.2729062930768,432
351,sample_0027,2019-02-01,10,1,Tet_Ble_Col,3,t12,0,0,4.95119138042592,118.040903592427,14.4597293723802,432
