"","X","id","landscape","position","row","column","initial.species","extinctions","distance2nonextinct","connectivity2nonextinct","n_extinctions","correlation","treatment_label","correlation_label","n_extinctions_label","extinction_label","treatment_label_bis","return_point","return_time","distance2extinct"
"173",173,173,11,13,4,1,"Col",FALSE,0,NA,8,FALSE,3,"Dispersed extinctions","8 extinctions","Non-extinct patches","8 Dispersed",0,0,1
"174",174,174,11,14,4,2,"Ble",TRUE,1,3,8,FALSE,3,"Dispersed extinctions","8 extinctions","Extinct patches","8 Dispersed",3,164.466666666667,0
"175",175,175,11,15,4,3,"Ble",FALSE,0,NA,8,FALSE,3,"Dispersed extinctions","8 extinctions","Non-extinct patches","8 Dispersed",0,0,1
"176",176,176,11,16,4,4,"Col",TRUE,1,2,8,FALSE,3,"Dispersed extinctions","8 extinctions","Extinct patches","8 Dispersed",2,91.4583333333333,0
"177",177,177,12,1,1,1,"Col",TRUE,1,2,8,FALSE,3,"Dispersed extinctions","8 extinctions","Extinct patches","8 Dispersed",3,164.466666666667,0
"178",178,178,12,2,1,2,"Col",FALSE,0,NA,8,FALSE,3,"Dispersed extinctions","8 extinctions","Non-extinct patches","8 Dispersed",0,0,1
"179",179,179,12,3,1,3,"Col",TRUE,1,3,8,FALSE,3,"Dispersed extinctions","8 extinctions","Extinct patches","8 Dispersed",2,91.4583333333333,0
"180",180,180,12,4,1,4,"Tet",FALSE,0,NA,8,FALSE,3,"Dispersed extinctions","8 extinctions","Non-extinct patches","8 Dispersed",0,0,1
"181",181,181,12,5,2,1,"Tet",FALSE,0,NA,8,FALSE,3,"Dispersed extinctions","8 extinctions","Non-extinct patches","8 Dispersed",0,0,1
"182",182,182,12,6,2,2,"Tet",TRUE,1,4,8,FALSE,3,"Dispersed extinctions","8 extinctions","Extinct patches","8 Dispersed",2,91.4583333333333,0
"183",183,183,12,7,2,3,"Ble",FALSE,0,NA,8,FALSE,3,"Dispersed extinctions","8 extinctions","Non-extinct patches","8 Dispersed",0,0,1
"184",184,184,12,8,2,4,"Col",TRUE,1,3,8,FALSE,3,"Dispersed extinctions","8 extinctions","Extinct patches","8 Dispersed",2,91.4583333333333,0
"185",185,185,12,9,3,1,"Ble",TRUE,1,3,8,FALSE,3,"Dispersed extinctions","8 extinctions","Extinct patches","8 Dispersed",3,164.466666666667,0
"186",186,186,12,10,3,2,"Col",FALSE,0,NA,8,FALSE,3,"Dispersed extinctions","8 extinctions","Non-extinct patches","8 Dispersed",0,0,1
"187",187,187,12,11,3,3,"Tet",TRUE,1,4,8,FALSE,3,"Dispersed extinctions","8 extinctions","Extinct patches","8 Dispersed",3,164.466666666667,0
"188",188,188,12,12,3,4,"Tet",FALSE,0,NA,8,FALSE,3,"Dispersed extinctions","8 extinctions","Non-extinct patches","8 Dispersed",0,0,1
"189",189,189,12,13,4,1,"Tet",FALSE,0,NA,8,FALSE,3,"Dispersed extinctions","8 extinctions","Non-extinct patches","8 Dispersed",0,0,1
"190",190,190,12,14,4,2,"Ble",TRUE,1,3,8,FALSE,3,"Dispersed extinctions","8 extinctions","Extinct patches","8 Dispersed",3,164.466666666667,0
"191",191,191,12,15,4,3,"Ble",FALSE,0,NA,8,FALSE,3,"Dispersed extinctions","8 extinctions","Non-extinct patches","8 Dispersed",0,0,1
"192",192,192,12,16,4,4,"Ble",TRUE,1,2,8,FALSE,3,"Dispersed extinctions","8 extinctions","Extinct patches","8 Dispersed",3,164.466666666667,0
"193",193,193,13,1,1,1,"Ble",TRUE,2,0,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",6,260,0
"194",194,194,13,2,1,2,"Tet",TRUE,1,1,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",3,164.466666666667,0
"195",195,195,13,3,1,3,"Col",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,1
"196",196,196,13,4,1,4,"Ble",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,2
"197",197,197,13,5,2,1,"Col",TRUE,2,0,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",4,212.395833333333,0
"198",198,198,13,6,2,2,"Tet",TRUE,1,1,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",3,164.466666666667,0
"199",199,199,13,7,2,3,"Tet",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,1
"200",200,200,13,8,2,4,"Col",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,2
"201",201,201,13,9,3,1,"Ble",TRUE,2,0,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",5,260.041666666667,0
"202",202,202,13,10,3,2,"Tet",TRUE,1,1,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",4,212.395833333333,0
"203",203,203,13,11,3,3,"Tet",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,1
"204",204,204,13,12,3,4,"Ble",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,2
"205",205,205,13,13,4,1,"Col",TRUE,2,0,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",6,260,0
"206",206,206,13,14,4,2,"Col",TRUE,1,1,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",5,260.041666666667,0
"207",207,207,13,15,4,3,"Col",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,1
"208",208,208,13,16,4,4,"Ble",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,2
"209",209,209,14,1,1,1,"Col",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,2
"210",210,210,14,2,1,2,"Ble",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,1
"211",211,211,14,3,1,3,"Ble",TRUE,1,1,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",3,164.466666666667,0
"212",212,212,14,4,1,4,"Ble",TRUE,2,0,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",4,212.395833333333,0
"213",213,213,14,5,2,1,"Tet",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,2
"214",214,214,14,6,2,2,"Col",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,1
"215",215,215,14,7,2,3,"Ble",TRUE,1,1,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",2,91.4583333333333,0
"216",216,216,14,8,2,4,"Tet",TRUE,2,0,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",3,164.466666666667,0
"217",217,217,14,9,3,1,"Tet",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,2
"218",218,218,14,10,3,2,"Tet",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,1
"219",219,219,14,11,3,3,"Ble",TRUE,1,1,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",2,91.4583333333333,0
"220",220,220,14,12,3,4,"Col",TRUE,2,0,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",3,164.466666666667,0
"221",221,221,14,13,4,1,"Col",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,2
"222",222,222,14,14,4,2,"Ble",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,1
"223",223,223,14,15,4,3,"Tet",TRUE,1,1,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",3,164.466666666667,0
"224",224,224,14,16,4,4,"Col",TRUE,2,0,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",4,212.395833333333,0
"225",225,225,15,1,1,1,"Tet",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,2
"226",226,226,15,2,1,2,"Ble",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,1
"227",227,227,15,3,1,3,"Col",TRUE,1,1,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",2,91.4583333333333,0
"228",228,228,15,4,1,4,"Col",TRUE,2,0,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",3,164.466666666667,0
"229",229,229,15,5,2,1,"Tet",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,2
"230",230,230,15,6,2,2,"Tet",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,1
"231",231,231,15,7,2,3,"Ble",TRUE,1,1,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",1,44.0875,0
"232",232,232,15,8,2,4,"Col",TRUE,2,0,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",3,164.466666666667,0
"233",233,233,15,9,3,1,"Ble",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,2
"234",234,234,15,10,3,2,"Col",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,1
"235",235,235,15,11,3,3,"Col",TRUE,1,1,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",2,91.4583333333333,0
"236",236,236,15,12,3,4,"Ble",TRUE,2,0,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",3,164.466666666667,0
"237",237,237,15,13,4,1,"Tet",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,2
"238",238,238,15,14,4,2,"Col",FALSE,0,NA,8,TRUE,4,"Clumped extinctions","8 extinctions","Non-extinct patches","8 Clumped",0,0,1
"239",239,239,15,15,4,3,"Ble",TRUE,1,1,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",3,164.466666666667,0
"240",240,240,15,16,4,4,"Tet",TRUE,2,0,8,TRUE,4,"Clumped extinctions","8 extinctions","Extinct patches","8 Clumped",4,212.395833333333,0
