"","file","date","time","magnification","landscape","tube_id","position","measure_point","initial_species","extinction","n_extinctions","correlation","bioarea","Tet","Col","Ble","Ble_shadow","Unassigned","local_simpson","landscape_simpson","hours"
"368","sample_0128","2019-03-20",15,1,8,128,16,"t1","Col",FALSE,4,TRUE,22654.8634916477,10.9713899907165,3053.87233803134,16.7102709089375,2.25054153655723,198.160182293864,1.01816742993302,1.9520385335005,53
"369","sample_0129","2019-03-20",15,1,9,129,1,"t1","Ble",FALSE,4,TRUE,7644.58538043717,0,282.83680760683,211.438377359552,29.3695670520719,62.4525276394632,1.95912093462204,1.63878393872331,53
"370","sample_0130","2019-03-20",15,1,9,130,2,"t1","Col",FALSE,4,TRUE,22862.7601042901,0,2674.65608912144,4.21976538104481,0,1220.18735758292,1.00315536258651,1.63878393872331,53
"371","sample_0131","2019-03-20",15,1,9,131,3,"t1","Ble",FALSE,4,TRUE,8918.56231193631,0,374.265057529468,240.695417334796,11.365234759614,98.9675640701044,1.90989862444978,1.63878393872331,53
"372","sample_0132","2019-03-20",15,1,9,132,4,"t1","Col",FALSE,4,TRUE,23037.0274530509,14.7410470644499,3046.50181449911,8.3832672236757,0,462.486285762512,1.01520705510937,1.63878393872331,53
"373","sample_0133","2019-03-20",15,1,9,133,5,"t1","Tet",FALSE,4,TRUE,14662.4027294568,7846.56933074521,44.1106141165218,0,0,688.384392494444,1.01124293134468,1.63878393872331,53
"374","sample_0134","2019-03-20",15,1,9,134,6,"t1","Col",FALSE,4,TRUE,22891.3623454244,297.015219287141,2698.23051171688,0,0,1025.00914282499,1.21751984259044,1.63878393872331,53
"375","sample_0135","2019-03-20",15,1,9,135,7,"t1","Tet",FALSE,4,TRUE,14925.3303701803,6801.24905055279,123.610993895406,15.2474189101753,0,1065.35009986778,1.040900983535,1.63878393872331,53
"376","sample_0136","2019-03-20",15,1,9,136,8,"t1","Ble",FALSE,4,TRUE,6794.87294590261,0,149.604748642642,219.7091175064,11.8716066053394,72.3549104003151,1.93044066871972,1.63878393872331,53
"377","sample_0137","2019-03-20",15,1,9,137,9,"t1","Col",TRUE,4,TRUE,22606.6190482685,675.106197428756,2360.08664584916,5.40129968773736,0,1609.47477986891,1.53426976117551,1.63878393872331,53
"378","sample_0138","2019-03-20",15,1,9,138,10,"t1","Col",TRUE,4,TRUE,24492.7425921062,288.800742678707,3116.49365628604,0,0,850.817227895462,1.18375894770332,1.63878393872331,53
"379","sample_0139","2019-03-20",15,1,9,139,11,"t1","Tet",FALSE,4,TRUE,17227.9230939545,7243.42419894787,149.042113258503,8.88963906940108,2.02548738290151,1482.65676428391,1.04363889529593,1.63878393872331,53
"380","sample_0140","2019-03-20",15,1,9,140,12,"t1","Tet",FALSE,4,TRUE,14903.5084741666,7932.9338622106,2.70064984386868,0,1.57537907559006,631.952063465271,1.00068087030039,1.63878393872331,53
"381","sample_0141","2019-03-20",15,1,9,141,13,"t1","Tet",TRUE,4,TRUE,15584.4256728275,8567.41778490449,40.9598559653417,0,0,624.581539933046,1.00956155537189,1.63878393872331,53
"382","sample_0142","2019-03-20",15,1,9,142,14,"t1","Tet",TRUE,4,TRUE,15241.7852998678,7533.85658424058,51.3123470335049,0,0,972.571525023209,1.01362116899209,1.63878393872331,53
"383","sample_0143","2019-03-20",15,1,9,143,15,"t1","Ble",FALSE,4,TRUE,4971.62150410443,0,2.58812276704082,199.679297831041,39.6657945818213,45.0670942695586,1.02591844091181,1.63878393872331,53
"384","sample_0144","2019-03-20",15,1,9,144,16,"t1","Ble",FALSE,4,TRUE,5603.88452687428,0,0,232.987312572088,43.097870425071,23.8557402875067,1,1.63878393872331,53
"385","sample_0145","2019-03-20",16,1,10,145,1,"t1","Ble",TRUE,8,FALSE,7724.5435362084,0,205.024333980364,224.491518271584,30.1572565898669,66.7848200973359,1.99589997354689,1.64221329781221,54
"386","sample_0146","2019-03-20",16,1,10,146,2,"t1","Tet",FALSE,8,FALSE,13843.8861220581,7132.97887304133,57.3325456437955,17.5542239851464,0,543.6183081554,1.02103540888512,1.64221329781221,54
"387","sample_0147","2019-03-20",16,1,10,147,3,"t1","Ble",TRUE,8,FALSE,6318.01917704448,0,0,256.336681013869,43.4917151939686,35.839873969674,1,1.64221329781221,54
"388","sample_0148","2019-03-20",16,1,10,148,4,"t1","Ble",FALSE,8,FALSE,4103.8870786283,0,0,175.711030466706,14.0096210650688,52.8314625706811,1,1.64221329781221,54
"389","sample_0149","2019-03-20",16,1,10,149,5,"t1","Col",FALSE,8,FALSE,25851.084903705,38.6530508903705,3196.275353757,23.9120038259206,1.35032492193434,399.921231046221,1.03932171790486,1.64221329781221,54
"390","sample_0150","2019-03-20",16,1,10,150,6,"t1","Col",TRUE,8,FALSE,24038.8837605649,757.082172897854,2598.08141334008,1.74416969083186,0,1703.82873378907,1.53878418082406,1.64221329781221,54
"391","sample_0151","2019-03-20",16,1,10,151,7,"t1","Ble",FALSE,8,FALSE,9504.67531081666,6.18898922553239,276.985399611782,283.174388837314,40.678538273272,98.0110839170676,2.04369016810666,1.64221329781221,54
"392","sample_0152","2019-03-20",16,1,10,152,8,"t1","Tet",TRUE,8,FALSE,12759.3512012828,7034.68647143219,0,0,0,519.087405406926,1,1.64221329781221,54
"393","sample_0153","2019-03-20",16,1,10,153,9,"t1","Col",TRUE,8,FALSE,23488.2843791487,508.847441415591,2711.79002447464,8.32700368526177,0,1376.4312037584,1.36956327231082,1.64221329781221,54
"394","sample_0154","2019-03-20",16,1,10,154,10,"t1","Tet",FALSE,8,FALSE,15294.5575994824,7243.25540833263,143.472022955524,4.95119138042592,0,921.821813373843,1.04099343724244,1.64221329781221,54
"395","sample_0155","2019-03-20",16,1,10,155,11,"t1","Tet",TRUE,8,FALSE,14104.1723399893,7275.26936169016,51.4811376487467,5.62635384139309,1.91296030607365,635.102821616451,1.01570922153569,1.64221329781221,54
"396","sample_0156","2019-03-20",16,1,10,156,12,"t1","Tet",FALSE,8,FALSE,15911.7645123358,8834.83838298591,33.7581230483585,0,0,760.007876895378,1.00764193496614,1.64221329781221,54
"397","sample_0157","2019-03-20",16,1,10,157,13,"t1","Tet",FALSE,8,FALSE,13476.1231145244,7133.37271781022,43.3229245787268,0,0,565.561088136833,1.01214609929984,1.64221329781221,54
"398","sample_0158","2019-03-20",16,1,10,158,14,"t1","Ble",TRUE,8,FALSE,5598.26058417307,0,239.232565336034,152.080344332855,18.9045489070808,76.3496216277042,1.90548222931536,1.64221329781221,54
"399","sample_0159","2019-03-20",16,1,10,159,15,"t1","Col",FALSE,8,FALSE,21500.8092347821,400.090021661462,2710.27090893746,7.08920584015529,0,840.971108673025,1.29481692822148,1.64221329781221,54
"400","sample_0160","2019-03-20",16,1,10,160,16,"t1","Col",TRUE,8,FALSE,21061.1558502265,185.388359073902,2701.15621571441,0,0,629.082623006161,1.13662237183064,1.64221329781221,54
"401","sample_0161","2019-03-20",16,1,11,161,1,"t1","Tet",TRUE,8,FALSE,17403.3697235997,9373.11165499198,0,0,0,704.757082172898,1,1.6252247259798,54
"402","sample_0162","2019-03-20",16,1,11,162,2,"t1","Ble",FALSE,8,FALSE,5722.19946936732,0,150.504965257265,184.713196612935,22.0553070582609,26.4438630545475,1.97938720334226,1.6252247259798,54
"403","sample_0163","2019-03-20",16,1,11,163,3,"t1","Col",TRUE,8,FALSE,26595.0593119869,137.620614960475,3369.51078853349,19.7485019832897,1.01274369145076,878.386361718289,1.09372688062958,1.6252247259798,54
"404","sample_0164","2019-03-20",16,1,11,164,4,"t1","Col",FALSE,8,FALSE,20344.9891763806,146.735308183532,2721.12977185135,0,0,484.597856359186,1.10753611517488,1.6252247259798,54
"405","sample_0165","2019-03-20",16,1,11,165,5,"t1","Tet",FALSE,8,FALSE,17520.5927393479,9092.86297015219,27.3440796691704,0,0,888.795116324866,1.00601435048155,1.6252247259798,54
"406","sample_0166","2019-03-20",16,1,11,166,6,"t1","Col",TRUE,8,FALSE,25884.7765634006,332.236194334262,2650.06892283456,1.4628519987622,1.06900722986469,1669.33918474133,1.24808094276047,1.6252247259798,54
"407","sample_0167","2019-03-20",16,1,11,167,7,"t1","Tet",FALSE,8,FALSE,19632.3790639323,7320.50524657496,295.214786057895,2.70064984386868,0,1869.01848257237,1.08128958646968,1.6252247259798,54
"408","sample_0168","2019-03-20",16,1,11,168,8,"t1","Tet",TRUE,8,FALSE,17197.505134633,9176.80816946578,25.5999099783385,0,0,896.897065856472,1.00557921889345,1.6252247259798,54
"409","sample_0169","2019-03-20",16,1,11,169,9,"t1","Tet",TRUE,8,FALSE,14862.8430423271,8187.63890061046,20.7612456747405,0,0,615.073001941092,1.00507133068261,1.6252247259798,54
"410","sample_0170","2019-03-20",17,1,11,170,10,"t1","Ble",FALSE,8,FALSE,5952.11556476777,0,142.459279264073,191.352294145779,9.33974737671252,70.6670042478972,1.95799486311609,1.6252247259798,55
"411","sample_0171","2019-03-20",17,1,11,171,11,"t1","Ble",TRUE,8,FALSE,6945.26141664838,0,2.1942779981433,257.06810701325,43.2103975018989,65.4907587138155,1.01707032553375,1.6252247259798,55
"412","sample_0172","2019-03-20",17,1,11,172,12,"t1","Tet",FALSE,8,FALSE,14922.2230586435,7700.50918502265,40.9598559653417,6.86415168649956,1.18153430669255,741.215855065125,1.01243012002911,1.6252247259798,55
"413","sample_0173","2019-03-20",17,1,11,173,13,"t1","Col",FALSE,8,FALSE,23628.6416828649,346.189551860917,2873.88527864517,5.90767153346274,0,1024.72782513292,1.24201462168688,1.6252247259798,55
"414","sample_0174","2019-03-20",17,1,11,174,14,"t1","Ble",TRUE,8,FALSE,12110.2038712465,0,328.3540101837,382.873378906799,52.1000365713,90.6968239232565,1.98831657368086,1.6252247259798,55
"415","sample_0175","2019-03-20",17,1,11,175,15,"t1","Ble",FALSE,8,FALSE,8549.23732919234,13.9533575266549,82.7074014684784,343.038793709736,49.5119138042592,78.4313725490196,1.5502719794106,1.6252247259798,55
"416","sample_0176","2019-03-20",17,1,11,176,16,"t1","Col",TRUE,8,FALSE,23731.2848767435,100.486679607281,3196.21909021858,16.7665344473514,0,540.46755000422,1.0736249931783,1.6252247259798,55
"417","sample_0177","2019-03-20",17,1,12,177,1,"t1","Col",TRUE,8,FALSE,24024.6616746955,407.291754578445,3002.05361915211,0,0,917.489520915971,1.26643786796948,1.62837734904215,55
"418","sample_0178","2019-03-20",17,1,12,178,2,"t1","Col",FALSE,8,FALSE,26952.4167776071,529.271105859848,3107.09764537092,0,0,1341.49154640335,1.33107843775113,1.62837734904215,55
"419","sample_0179","2019-03-20",17,1,12,179,3,"t1","Col",TRUE,8,FALSE,23472.7270228599,268.37707823445,3092.18780769123,20.8737727515683,1.4628519987622,627.394716853743,1.18684073721976,1.62837734904215,55
"420","sample_0180","2019-03-20",17,1,12,180,4,"t1","Tet",FALSE,8,FALSE,20021.9722869215,8437.50527470673,226.910850423383,0,0,2017.66675106197,1.05374736978596,1.62837734904215,55
"421","sample_0181","2019-03-20",17,1,12,181,5,"t1","Tet",FALSE,8,FALSE,16085.0959238867,8373.92747629898,47.8802711902552,18.735758291839,0,796.410386249191,1.01593532815035,1.62837734904215,55
"422","sample_0182","2019-03-20",17,1,12,182,6,"t1","Tet",TRUE,8,FALSE,14262.6597873913,6958.56190395814,130.25009142825,17.4416969083186,1.68790615241793,790.052606408417,1.04252760621594,1.62837734904215,55
"423","sample_0183","2019-03-20",17,1,12,183,7,"t1","Ble",FALSE,8,FALSE,7664.17974589136,10.577545221819,312.037584043661,196.247221987791,23.2368413649534,152.980560947478,1.97965707505125,1.62837734904215,55
"424","sample_0184","2019-03-20",17,1,12,184,8,"t1","Col",TRUE,8,FALSE,20673.09132468,711.058598475258,2267.81444285031,7.37052353222494,0,1127.07120150786,1.57872497562689,1.62837734904215,55
"425","sample_0185","2019-03-20",17,1,12,185,9,"t1","Ble",TRUE,8,FALSE,8296.77970605677,0,315.132078656427,237.713449798858,27.5128702844122,59.0204517962135,1.96153381225638,1.62837734904215,55
"426","sample_0186","2019-03-20",17,1,12,186,10,"t1","Col",FALSE,8,FALSE,23244.3105068557,537.710636621937,2748.92395982783,0,0,950.291163811292,1.37679816997077,1.62837734904215,55
"427","sample_0187","2019-03-20",17,1,12,187,11,"t1","Tet",TRUE,8,FALSE,14895.087119138,8045.2358848848,29.5383576673137,19.6359749064619,1.18153430669255,728.218977691507,1.01224214435407,1.62837734904215,55
"428","sample_0188","2019-03-20",17,1,12,188,12,"t1","Tet",FALSE,8,FALSE,15130.6791537514,7693.08239795201,106.169296987088,2.75691338228261,3.65712999690551,857.625116043548,1.02832245614797,1.62837734904215,55
"429","sample_0189","2019-03-20",17,1,12,189,13,"t1","Tet",FALSE,8,FALSE,13960.8637142712,7805.44068416463,0,8.32700368526177,0,481.897206515318,1.00213363845687,1.62837734904215,55
"430","sample_0190","2019-03-20",17,1,12,190,14,"t1","Ble",TRUE,8,FALSE,8113.4483253833,0,148.085633105466,282.724280530003,40.0033758123048,40.8473288885138,1.82203865125571,1.62837734904215,55
"431","sample_0191","2019-03-20",17,1,12,191,15,"t1","Ble",FALSE,8,FALSE,4557.54832342532,0,0,216.614622893634,14.684783526036,29.9322024362112,1,1.62837734904215,55
"432","sample_0192","2019-03-20",17,1,12,192,16,"t1","Ble",TRUE,8,FALSE,5764.24800841703,0,0,220.384279967367,31.5638450502152,77.8687371648803,1,1.62837734904215,55
"433","sample_0193","2019-03-20",17,1,13,193,1,"t1","Ble",TRUE,8,TRUE,5457.78264854981,4.61361014994233,96.2106506878218,178.580470925817,17.89180521563,49.7369679579149,1.89626807944576,1.84426470110628,55
"434","sample_0194","2019-03-20",17,1,13,194,2,"t1","Tet",TRUE,8,TRUE,12250.1992792416,6318.84547219175,66.1096576363688,3.15075815118013,0,585.928489042676,1.02192988546438,1.84426470110628,55
"435","sample_0195","2019-03-20",17,1,13,195,3,"t1","Col",FALSE,8,TRUE,20650.6953871775,485.723127127465,2486.56708020367,0,0,850.92975497229,1.37631839869325,1.84426470110628,55
"436","sample_0196","2019-03-20",17,1,13,196,4,"t1","Ble",FALSE,8,TRUE,10603.4177584381,3.48833938166371,312.206374658902,353.053703547416,52.1000365713,118.884856668636,2.01332826570342,1.84426470110628,55
"437","sample_0197","2019-03-20",17,1,13,197,5,"t1","Col",TRUE,8,TRUE,23699.5191678398,89.6278166933918,3146.93223056798,17.2166427546628,0,682.195403268912,1.06815819068623,1.84426470110628,55
"438","sample_0198","2019-03-20",17,1,13,198,6,"t1","Tet",TRUE,8,TRUE,16263.7663372549,9122.12001012744,31.5638450502152,0,1.63164261400399,717.135060623963,1.00692020432062,1.84426470110628,55
"439","sample_0199","2019-03-20",17,1,13,199,7,"t1","Tet",FALSE,8,TRUE,16145.0229435058,8700.03094494613,66.1096576363688,0,0,742.566179987059,1.01519669090901,1.84426470110628,55
"440","sample_0200","2019-03-20",17,1,13,200,8,"t1","Col",FALSE,8,TRUE,25500.5077832053,152.474189101753,3403.43770219709,23.574422595437,0,594.649337496835,1.10386059894385,1.84426470110628,55
"441","sample_0201","2019-03-20",17,1,13,201,9,"t1","Ble",TRUE,8,TRUE,8485.52912324528,0,164.289532168678,296.958955748727,42.9290798098292,91.2594593073958,1.8471797413368,1.84426470110628,55
"442","sample_0202","2019-03-20",17,1,13,202,10,"t1","Tet",TRUE,8,TRUE,14069.8858402003,8031.67637212704,29.4820941288998,0,0,500.801755422399,1.00734135578166,1.84426470110628,55
"443","sample_0203","2019-03-20",17,1,13,203,11,"t1","Tet",FALSE,8,TRUE,15832.1266550764,8377.24702506541,28.0755056685515,10.9713899907165,1.57537907559006,718.147804315414,1.00933078827566,1.84426470110628,55
"444","sample_0204","2019-03-20",17,1,13,204,12,"t1","Ble",FALSE,8,TRUE,6695.71559816581,0,89.9091343854615,245.252763946325,26.2750724393057,48.5554336512223,1.64633249182247,1.84426470110628,55
"445","sample_0205","2019-03-20",17,1,13,205,13,"t1","Col",TRUE,8,TRUE,24347.6848037359,22.1115705966748,3473.20448983037,6.7516246096717,0,229.780290882494,1.01664451236515,1.84426470110628,55
"446","sample_0206","2019-03-20",17,1,13,206,14,"t1","Col",TRUE,8,TRUE,23542.5084213689,208.456409823614,3203.1395054435,0,0,764.171378738009,1.1296086344987,1.84426470110628,55
"447","sample_0207","2019-03-20",17,1,13,207,15,"t1","Col",FALSE,8,TRUE,21776.1286841646,424.058289025797,2607.8150054857,13.053140912032,0,816.158888232481,1.3281739287621,1.84426470110628,55
"448","sample_0208","2019-03-20",17,1,13,208,16,"t1","Ble",FALSE,8,TRUE,9684.3731752553,77.4748923959828,35.9524010465018,387.3181984415,68.5852533265817,83.4950910062734,1.59395801972177,1.84426470110628,55
"449","sample_0209","2019-03-20",17,1,14,209,1,"t1","Col",FALSE,8,TRUE,26560.2944442907,293.301825751822,3536.55723408445,5.17624553408164,0,951.360171041157,1.16788353150326,1.80253305322729,55
"450","sample_0210","2019-03-20",17,1,14,210,2,"t1","Ble",FALSE,8,TRUE,10197.6536203224,0,343.37637494022,307.142656201649,36.5150364306411,34.7708667398093,1.99381427646069,1.80253305322729,55
"451","sample_0211","2019-03-20",17,1,14,211,3,"t1","Ble",TRUE,8,TRUE,9572.88433481306,7.76436830112246,6.7516246096717,394.744985512139,56.6573831828284,75.1680873210116,1.07416862744302,1.80253305322729,55
"452","sample_0212","2019-03-20",17,1,14,212,4,"t1","Ble",TRUE,8,TRUE,4044.66097198638,0,0,166.877654935719,28.3568233606212,75.1118237825977,1,1.80253305322729,55
"453","sample_0213","2019-03-20",17,1,14,213,5,"t1","Tet",FALSE,8,TRUE,14098.9477304977,8150.50496525727,48.3303794975666,0,0,545.756322615129,1.0118590640406,1.80253305322729,55
"454","sample_0214","2019-03-20",17,1,14,214,6,"t1","Col",FALSE,8,TRUE,24190.054258846,566.405041213042,2957.15531549779,4.50108307311447,1.01274369145076,1129.54679719808,1.37301602800478,1.80253305322729,55
"455","sample_0215","2019-03-20",17,1,14,215,7,"t1","Ble",TRUE,8,TRUE,4872.58686813514,0,49.3431231890174,180.549694770304,15.9788449095564,31.4513179733874,1.50860058137801,1.80253305322729,55
"456","sample_0216","2019-03-20",17,1,14,216,8,"t1","Tet",TRUE,8,TRUE,12953.5103355445,6848.28536866684,48.1615888823248,0,0,531.690438011647,1.01406460286749,1.80253305322729,55
"457","sample_0217","2019-03-20",17,1,14,217,9,"t1","Tet",FALSE,8,TRUE,13048.2937367204,7427.74355079191,14.7973106028638,0,0,426.983993023321,1.00398431953805,1.80253305322729,55
"458","sample_0218","2019-03-20",17,1,14,218,10,"t1","Tet",FALSE,8,TRUE,13418.7189656511,7125.77714012434,28.9757222831744,8.49579430050356,0,556.727712605846,1.01052668053964,1.80253305322729,55
"459","sample_0219","2019-03-20",17,1,14,219,11,"t1","Ble",TRUE,8,TRUE,7168.6072328354,0,113.539820519312,240.75168087321,19.2983936759783,81.7509213154415,1.77159845796865,1.80253305322729,55
"460","sample_0220","2019-03-20",18,1,14,220,12,"t1","Col",TRUE,8,TRUE,23087.8634025712,273.328269614876,3117.00002813177,0,0,665.9915042057,1.17404078281448,1.80253305322729,56
"461","sample_0221","2019-03-20",18,1,14,221,13,"t1","Col",FALSE,8,TRUE,23765.4881821138,288.857006217121,3230.5961121895,0,0,836.244971446254,1.17740750991118,1.80253305322729,56
"462","sample_0222","2019-03-20",18,1,14,222,14,"t1","Ble",FALSE,8,TRUE,3401.56603590739,0,87.9961740793879,120.572762821054,6.63909753284384,27.5691338228261,1.95237069593218,1.80253305322729,56
"463","sample_0223","2019-03-20",18,1,14,223,15,"t1","Tet",TRUE,8,TRUE,13925.0505968999,7804.65299462683,20.1423467521872,0,2.53185922862689,461.867386839958,1.00516159081178,1.80253305322729,56
"464","sample_0224","2019-03-20",18,1,14,224,16,"t1","Col",TRUE,8,TRUE,22837.2110983205,493.318704813346,2947.02787858328,0,0,907.75592877036,1.3256651336533,1.80253305322729,56
"465","sample_0225","2019-03-20",18,1,15,225,1,"t1","Tet",FALSE,8,TRUE,14726.1899701016,8271.58409992404,0,0,0,574.506990744648,1,1.93985435718482,56
"466","sample_0226","2019-03-20",18,1,15,226,2,"t1","Ble",FALSE,8,TRUE,6953.52262242102,0,148.366950797536,188.93296199398,29.4820941288998,120.010127436915,1.97148420677136,1.93985435718482,56
"467","sample_0227","2019-03-20",18,1,15,227,3,"t1","Col",TRUE,8,TRUE,32393.3234383323,16.8790615241793,4225.61678903986,4.66987368835626,0,381.523053984865,1.01020784394642,1.93985435718482,56
"468","sample_0228","2019-03-20",18,1,15,228,4,"t1","Col",TRUE,8,TRUE,26977.4229399949,0,3387.7401749796,0,0,271.359045770389,1,1.93985435718482,56
"469","sample_0229","2019-03-20",18,1,15,229,5,"t1","Tet",FALSE,8,TRUE,12975.6483703491,7210.45376543731,0,5.40129968773736,0,360.761808310125,1.00149818494995,1.93985435718482,56
"470","sample_0230","2019-03-20",18,1,15,230,6,"t1","Tet",FALSE,8,TRUE,13246.6978661941,6730.35699215124,83.1575097757898,2.41933215179903,0,641.404337918812,1.02543510142574,1.93985435718482,56
"471","sample_0231","2019-03-20",18,1,15,231,7,"t1","Ble",TRUE,8,TRUE,8087.63101741357,0,399.133541508425,184.263088305624,12.209187835823,97.2233943792725,1.76110317987607,1.93985435718482,56
"472","sample_0232","2019-03-20",18,1,15,232,8,"t1","Col",TRUE,8,TRUE,24619.1024348834,5.68261737980702,3460.20761245675,26.2750724393057,0,242.3270599488,1.01849536960594,1.93985435718482,56
"473","sample_0233","2019-03-20",18,1,15,233,9,"t1","Ble",FALSE,8,TRUE,5518.97630319296,0,301.516302360255,95.6480153036825,12.6592961431344,77.0247840886713,1.57643926085204,1.93985435718482,56
"474","sample_0234","2019-03-20",18,1,15,234,10,"t1","Col",FALSE,8,TRUE,21919.1482092779,186.851211072664,2984.83697639745,0,1.80043322924579,333.473992179368,1.12471156211771,1.93985435718482,56
"475","sample_0235","2019-03-20",18,1,15,235,11,"t1","Col",TRUE,8,TRUE,24460.1158209694,23.2368413649534,3512.64523025853,19.7485019832897,0,183.250344614173,1.02454716112485,1.93985435718482,56
"476","sample_0236","2019-03-20",18,1,15,236,12,"t1","Ble",TRUE,8,TRUE,7270.31864922497,0,186.682420457423,205.024333980364,21.3801445972937,110.164008214477,1.99562431601631,1.93985435718482,56
"477","sample_0237","2019-03-20",18,1,15,237,13,"t1","Tet",FALSE,8,TRUE,12934.2799456719,6997.49627254058,53.5628885700622,0,0,564.041972599657,1.01530826120658,1.93985435718482,56
"478","sample_0238","2019-03-20",18,1,15,238,14,"t1","Col",FALSE,8,TRUE,28203.1055114637,323.290291726447,3510.28216164515,4.44481953470054,0.900216614622894,645.342785607787,1.18538909843133,1.93985435718482,56
"479","sample_0239","2019-03-20",18,1,15,239,15,"t1","Ble",TRUE,8,TRUE,5332.72895814555,0,108.701156215714,163.220524938813,30.944946127662,59.1892424114553,1.92270924008668,1.93985435718482,56
"480","sample_0240","2019-03-20",18,1,15,240,16,"t1","Tet",TRUE,8,TRUE,14623.9627483163,7439.95273862773,0,4.44481953470054,0,705.150926941795,1.00119485112457,1.93985435718482,56
"481","sample_0001","2019-03-22",13,1,1,1,1,"t2","Tet",FALSE,0,FALSE,17443.6462215321,10263.144569162,6.9204152249135,0,0,692.097786029763,1.00134859487396,1.65533407393475,99
"482","sample_0002","2019-03-22",13,1,1,2,2,"t2","Ble",FALSE,0,FALSE,8329.15273421667,0,5.57009030297916,392.60697105241,38.1466790446451,38.202942583059,1.02836918226732,1.65533407393475,99
"483","sample_0003","2019-03-22",13,1,1,3,3,"t2","Ble",FALSE,0,FALSE,9681.56328376516,0,0,489.436520662785,44.0543505781079,51.0310293414353,1,1.65533407393475,99
"484","sample_0004","2019-03-22",13,1,1,4,4,"t2","Ble",FALSE,0,FALSE,10569.5451508819,5.2887726109095,0,518.693560638029,56.7136467212423,37.3589895068501,1.02039054740975,1.65533407393475,99
"485","sample_0005","2019-03-22",13,1,1,5,5,"t2","Col",FALSE,0,FALSE,15817.1620590205,451.683686387037,1851.97063043295,0,0,481.672152361662,1.46040059661725,1.65533407393475,99
"486","sample_0006","2019-03-22",13,1,1,6,6,"t2","Col",FALSE,0,FALSE,18617.6047430613,246.771879483501,2413.9871156497,20.2548738290151,0,447.85776577489,1.22062731956447,1.65533407393475,99
"487","sample_0007","2019-03-22",13,1,1,7,7,"t2","Tet",FALSE,0,FALSE,11733.2520401722,5305.3140912032,55.8134301066194,66.6722930205081,0,451.514895771795,1.04642667806576,1.65533407393475,99
"488","sample_0008","2019-03-22",13,1,1,8,8,"t2","Ble",FALSE,0,FALSE,6475.15263528287,0,0,356.82336062115,23.4618955186092,12.996877373618,1,1.65533407393475,99
"489","sample_0009","2019-03-22",13,1,1,9,9,"t2","Col",FALSE,0,FALSE,15245.8472673587,734.745548147523,1858.72225504262,0,0,403.578361043126,1.68375001523578,1.65533407393475,99
"490","sample_0010","2019-03-22",13,1,1,10,10,"t2","Tet",FALSE,0,FALSE,16492.0289435846,8312.9940641967,118.94112020705,31.0574732044898,0,508.284806031451,1.03618673790568,1.65533407393475,99
"491","sample_0011","2019-03-22",13,1,1,11,11,"t2","Col",FALSE,0,FALSE,24125.0523796889,408.023180577827,2887.50105494135,44.729513039075,0,721.354826005008,1.31167453757981,1.65533407393475,99
"492","sample_0012","2019-03-22",13,1,1,12,12,"t2","Ble",FALSE,0,FALSE,5805.99912742004,0,40.678538273272,274.734858075224,36.7400905842969,36.7963541227108,1.28977660975856,1.65533407393475,99
"493","sample_0013","2019-03-22",13,1,1,13,13,"t2","Col",FALSE,0,FALSE,22393.2004060877,0,2888.90764340169,8.43953076208963,0,514.530058795398,1.00584266427227,1.65533407393475,99
"494","sample_0014","2019-03-22",13,1,1,14,14,"t2","Ble",FALSE,0,FALSE,8059.87527948913,0,0,418.319408107576,20.4799279826708,27.8504515148958,1,1.65533407393475,99
"495","sample_0015","2019-03-22",13,1,1,15,15,"t2","Tet",FALSE,0,FALSE,17107.7300374603,8490.22421020058,43.4354516555546,33.5330688947028,0,610.403128252736,1.01817074544286,1.65533407393475,99
"496","sample_0016","2019-03-22",13,1,1,16,16,"t2","Tet",FALSE,0,FALSE,18585.7579195994,9886.06633471179,0,35.6710833544322,2.02548738290151,454.946971615045,1.00721634222197,1.65533407393475,99
"497","sample_0017","2019-03-22",13,1,2,17,1,"t2","Col",FALSE,0,FALSE,23101.1724296959,19.1296030607365,3064.84372802206,20.1986102906012,2.30680507497117,309.224407122964,1.02574423922267,1.94956609541728,99
"498","sample_0018","2019-03-22",13,1,2,18,2,"t2","Tet",FALSE,0,FALSE,15315.6931415422,7143.10630995583,207.443666132163,15.472473063831,0,579.176864433004,1.06248715795736,1.94956609541728,99
"499","sample_0019","2019-03-22",13,1,2,19,3,"t2","Ble",FALSE,0,FALSE,8154.04512182744,0,66.8410836357499,357.779840774186,44.9545671927308,23.8557402875067,1.36104240980352,1.94956609541728,99
"500","sample_0020","2019-03-22",13,1,2,20,4,"t2","Col",FALSE,0,FALSE,22553.8883458632,0,2902.01704785214,31.732635665457,0,257.912060089459,1.02186675089136,1.94956609541728,99
"501","sample_0021","2019-03-22",13,1,2,21,5,"t2","Ble",FALSE,0,FALSE,10452.2056629476,0,147.579261259741,424.620924409936,32.1827439727684,79.781697470954,1.62019443855883,1.94956609541728,99
"502","sample_0022","2019-03-22",13,1,2,22,6,"t2","Col",FALSE,0,FALSE,22158.0867393817,2.64438630545475,2601.06338087602,105.887979295018,0,623.006160857456,1.08339678218869,1.94956609541728,99
"503","sample_0023","2019-03-22",13,1,2,23,7,"t2","Ble",FALSE,0,FALSE,9437.20047756491,5.11998199566771,124.848791740513,436.942639322587,34.0957042788421,103.693701296875,1.55611757755215,1.94956609541728,99
