"","id","landscape","position","row","column","initial.species","extinctions","distance2nonextinct","connectivity2nonextinct"
"318",318,20,14,4,2,"Col",TRUE,1,1
"319",319,20,15,4,3,"Tet",FALSE,0,NA
"320",320,20,16,4,4,"Ble",FALSE,0,NA
"321",321,21,1,1,1,"Ble",FALSE,0,NA
"322",322,21,2,1,2,"Ble",FALSE,0,NA
"323",323,21,3,1,3,"Ble",FALSE,0,NA
"324",324,21,4,1,4,"Ble",FALSE,0,NA
"325",325,21,5,2,1,"Col",FALSE,0,NA
"326",326,21,6,2,2,"Tet",FALSE,0,NA
"327",327,21,7,2,3,"Ble",FALSE,0,NA
"328",328,21,8,2,4,"Col",FALSE,0,NA
"329",329,21,9,3,1,"Col",FALSE,0,NA
"330",330,21,10,3,2,"Tet",FALSE,0,NA
"331",331,21,11,3,3,"Tet",FALSE,0,NA
"332",332,21,12,3,4,"Col",FALSE,0,NA
"333",333,21,13,4,1,"Tet",FALSE,0,NA
"334",334,21,14,4,2,"Col",FALSE,0,NA
"335",335,21,15,4,3,"Col",FALSE,0,NA
"336",336,21,16,4,4,"Tet",FALSE,0,NA
"337",337,22,1,1,1,"Col",TRUE,1,2
"338",338,22,2,1,2,"Tet",FALSE,0,NA
"339",339,22,3,1,3,"Tet",FALSE,0,NA
"340",340,22,4,1,4,"Tet",FALSE,0,NA
"341",341,22,5,2,1,"Tet",FALSE,0,NA
"342",342,22,6,2,2,"Ble",TRUE,1,4
"343",343,22,7,2,3,"Tet",FALSE,0,NA
"344",344,22,8,2,4,"Ble",FALSE,0,NA
"345",345,22,9,3,1,"Col",FALSE,0,NA
"346",346,22,10,3,2,"Col",FALSE,0,NA
"347",347,22,11,3,3,"Ble",FALSE,0,NA
"348",348,22,12,3,4,"Tet",TRUE,1,3
"349",349,22,13,4,1,"Col",FALSE,0,NA
"350",350,22,14,4,2,"Ble",TRUE,1,3
"351",351,22,15,4,3,"Ble",FALSE,0,NA
"352",352,22,16,4,4,"Col",FALSE,0,NA
"353",353,23,1,1,1,"Col",TRUE,2,0
"354",354,23,2,1,2,"Col",TRUE,1,1
"355",355,23,3,1,3,"Ble",FALSE,0,NA
"356",356,23,4,1,4,"Ble",FALSE,0,NA
"357",357,23,5,2,1,"Col",TRUE,1,1
"358",358,23,6,2,2,"Tet",TRUE,1,2
"359",359,23,7,2,3,"Ble",FALSE,0,NA
"360",360,23,8,2,4,"Ble",FALSE,0,NA
"361",361,23,9,3,1,"Col",FALSE,0,NA
"362",362,23,10,3,2,"Tet",FALSE,0,NA
"363",363,23,11,3,3,"Col",FALSE,0,NA
"364",364,23,12,3,4,"Tet",FALSE,0,NA
"365",365,23,13,4,1,"Tet",FALSE,0,NA
"366",366,23,14,4,2,"Ble",FALSE,0,NA
"367",367,23,15,4,3,"Tet",FALSE,0,NA
"368",368,23,16,4,4,"Tet",FALSE,0,NA
"369",369,24,1,1,1,"Tet",FALSE,0,NA
"370",370,24,2,1,2,"Col",TRUE,1,3
"371",371,24,3,1,3,"Ble",FALSE,0,NA
"372",372,24,4,1,4,"Col",TRUE,1,2
"373",373,24,5,2,1,"Col",TRUE,1,3
"374",374,24,6,2,2,"Tet",FALSE,0,NA
"375",375,24,7,2,3,"Ble",TRUE,1,4
"376",376,24,8,2,4,"Tet",FALSE,0,NA
"377",377,24,9,3,1,"Col",FALSE,0,NA
"378",378,24,10,3,2,"Ble",TRUE,1,4
"379",379,24,11,3,3,"Tet",FALSE,0,NA
"380",380,24,12,3,4,"Ble",TRUE,1,3
"381",381,24,13,4,1,"Tet",TRUE,1,2
"382",382,24,14,4,2,"Ble",FALSE,0,NA
"383",383,24,15,4,3,"Col",TRUE,1,3
"384",384,24,16,4,4,"Col",FALSE,0,NA
"385",385,25,1,1,1,"Ble",FALSE,0,NA
"386",386,25,2,1,2,"Col",FALSE,0,NA
"387",387,25,3,1,3,"Tet",FALSE,0,NA
"388",388,25,4,1,4,"Tet",FALSE,0,NA
"389",389,25,5,2,1,"Ble",FALSE,0,NA
"390",390,25,6,2,2,"Tet",FALSE,0,NA
